experiment_id,lr,epochs,max_time,batch_size,seq_len,seq_est_len,est_type,est_hidden_size,seed,FIT
292,0.001,10000,300,1024,64,40,FF,30,77,82.56575012488096
186,0.001,10000,300,32,256,40,RAND,10,34,82.93521118164062
24,0.001,10000,300,32,256,40,LSTM,10,37,84.4201741951623
295,0.001,10000,1800,32,256,40,FF,30,410,84.5374033997199
128,0.001,10000,300,128,64,40,ZERO,10,408,80.97008514404297
424,0.001,10000,300,1024,256,100,RAND,30,359,85.9935531616211
385,0.001,10000,1800,32,256,10,RAND,30,202,82.10543060302734
314,0.001,10000,300,128,256,100,FF,30,345,83.8371835196838
228,0.001,10000,300,32,512,10,LSTM,30,300,84.30947474899251
396,0.001,10000,300,32,64,40,RAND,30,177,81.7665023803711
131,0.001,10000,1800,1024,64,40,ZERO,10,106,85.69652557373047
225,0.001,10000,1800,128,256,10,LSTM,30,212,87.9760509869604
226,0.001,10000,300,1024,256,10,LSTM,30,104,90.88927816428159
330,0.001,10000,300,32,256,10,ZERO,30,419,78.25794219970703
369,0.001,10000,1800,128,256,100,ZERO,30,42,87.10950469970703
274,0.001,10000,300,1024,64,10,FF,30,109,91.71163844604861
332,0.001,10000,300,128,256,10,ZERO,30,256,78.55406188964844
339,0.001,10000,1800,128,512,10,ZERO,30,305,79.46493530273438
419,0.001,10000,1800,1024,64,100,RAND,30,292,83.19689178466797
111,0.001,10000,1800,128,64,10,ZERO,10,81,70.74226379394531
91,0.001,10000,1800,32,64,100,FF,10,113,90.13902392679213
265,0.001,10000,1800,32,512,100,LSTM,30,161,79.52092247531613
404,0.001,10000,300,128,256,40,RAND,30,72,82.9689712524414
415,0.001,10000,1800,32,64,100,RAND,30,396,87.28192138671875
63,0.001,10000,1800,128,256,10,FF,10,340,90.84643944096618
43,0.001,10000,1800,32,256,100,LSTM,10,135,84.1765555930306
347,0.001,10000,1800,1024,64,40,ZERO,30,334,77.3587646484375
360,0.001,10000,300,32,64,100,ZERO,30,82,82.99533081054688
237,0.001,10000,1800,128,64,40,LSTM,30,234,92.78731900685213
138,0.001,10000,300,32,512,40,ZERO,10,89,81.4052963256836
112,0.001,10000,300,1024,64,10,ZERO,10,309,78.0237045288086
